Код,Наименование товаров,Заказ,Розничная,Корпоративная,от  5000 рублей,от 15000 рублей
00006538,Элемент питания Renata 397 SR726SW/1BL (шт.),,95.00 руб.,82.75 руб.,57.47 руб.,55.17 руб.
00007317,Элемент питания Renata 399 SR927SW/1BL (шт.),,120.00 руб.,99.42 руб.,71.80 руб.,69.04 руб.
,C (R14),,,,,
00002604,Батарейка GP R 14 - 2 (24) (шт.),,50.00 руб.,44.15 руб.,38.26 руб.,36.79 руб.
00008359,Батарейка KODAK R14/2SH Super Heavy Duty без блистера (шт.),,45.00 руб.,39.75 руб.,34.45 руб.,33.13 руб.
00001124,Батарейка VARTA R14 Superlife (бл 2) (24)(120) (шт.),,65.00 руб.,56.43 руб.,48.91 руб.,47.03 руб.
00001957,Батарейка солевая Smartbuy R14/2S (24/288)  (SBBZ-C02S) (шт.),,30.00 руб.,27.74 руб.,24.04 руб.,23.12 руб.
,C Alkaline (LR14),,,,,
00003046,Батарейка Duracell LR14/2BL MN1400 (шт.),,180.00 руб.,167.52 руб.,145.19 руб.,139.60 руб.
00007122,Батарейка Energizer LR14/2BL (24) (шт.),,160.00 руб.,143.78 руб.,124.61 руб.,119.82 руб.
00008236,Батарейка Kodak LR14/2BL (20) (шт.),,120.00 руб.,98.42 руб.,85.30 руб.,82.02 руб.
00004136,Батарейка Perfeo LR14 Super Alkaline BL2 (шт.),,75.00 руб.,69.96 руб.,60.64 руб.,58.30 руб.
00007123,Батарейка VARTA LR14 Longlife Power (2 бл) (20) (шт.),,100.00 руб.,92.55 руб.,80.21 руб.,77.13 руб.
00001209,Батарейка алкалиновая Smartbuy LR14/2B (12/192) (SBBA-C02B) (шт.),,65.00 руб.,59.54 руб.,51.60 руб.,49.62 руб.
,CR,,,,,
00003581,Батарейка Camelion CR-1025 1BL (10) (шт.),,100.00 руб.,80.41 руб.,58.08 руб.,55.84 руб.
00003582,Батарейка Camelion CR-1216 1BL (10) (шт.),,100.00 руб.,80.41 руб.,58.08 руб.,55.84 руб.
00001897,Батарейка Camelion CR-1220 1BL (10) (шт.),,100.00 руб.,80.41 руб.,58.08 руб.,55.84 руб.
00003944,Батарейка Camelion CR-1225 1BL (10) (шт.),,75.00 руб.,65.88 руб.,47.58 руб.,45.75 руб.
00001896,Батарейка Camelion CR-1616 1BL (10) (шт.),,80.00 руб.,71.81 руб.,49.87 руб.,47.87 руб.
00001899,Батарейка Camelion CR-1620 1BL (10) (шт.),,75.00 руб.,64.26 руб.,46.41 руб.,44.63 руб.
00004010,Батарейка Camelion CR-1632 1BL (10) (шт.),,60.00 руб.,52.02 руб.,37.57 руб.,36.13 руб.
00001929,Батарейка Camelion CR-2016 5BL (50) (шт.),,50.00 руб.,37.59 руб.,27.15 руб.,26.10 руб.
00001970,Батарейка Camelion CR-2025 5BL (50) (шт.),,50.00 руб.,37.59 руб.,27.15 руб.,26.10 руб.
00001967,Батарейка Camelion CR-2032 5BL (50) (шт.),,50.00 руб.,37.59 руб.,27.15 руб.,26.10 руб.
00001271,Батарейка Camelion CR-2430 1BL (10) (шт.),,150.00 руб.,134.52 руб.,92.04 руб.,88.50 руб.
00001971,Батарейка Camelion CR-2450 1BL (10) (шт.),,150.00 руб.,115.20 руб.,83.20 руб.,80.00 руб.
00006859,Батарейка Duracell CR-1220 1BL (10) (шт.),,215.00 руб.,198.60 руб.,171.20 руб.,164.36 руб.
00006844,Батарейка Duracell CR-2016 2BL (шт.),,150.00 руб.,135.12 руб.,117.11 руб.,112.60 руб.
00006938,Батарейка Duracell CR-2025 2BL (шт.),,200.00 руб.,176.35 руб.,127.37 руб.,122.47 руб.
00006939,Батарейка Duracell CR-2032 2BL (шт.),,200.00 руб.,180.00 руб.,130.00 руб.,125.00 руб.
00007329,Батарейка Duracell CR-2032 5BL (шт.),,200.00 руб.,176.40 руб.,127.40 руб.,122.50 руб.
00005015,Батарейка Duracell CR-2430 (10) (шт.),,255.00 руб.,237.70 руб.,204.92 руб.,196.72 руб.
00006845,Батарейка Energizer CR-1632 1BL (10) (шт.),,250.00 руб.,229.50 руб.,198.90 руб.,191.25 руб.
00004109,Батарейка Energizer CR-2016 1BL (10) (шт.),,150.00 руб.,129.60 руб.,93.60 руб.,90.00 руб.
00004108,Батарейка Energizer CR-2025 1BL (10) (шт.),,105.00 руб.,90.31 руб.,62.72 руб.,60.21 руб.
00003934,Батарейка Energizer CR-2032 1BL (10) (шт.),,150.00 руб.,135.00 руб.,97.50 руб.,93.75 руб.
00008436,Батарейка Energizer CR-2032 2BL (20) (шт.),,135.00 руб.,115.20 руб.,83.20 руб.,80.00 руб.
00008346,"Батарейка ET CR1220--WC1 PK1  с разъёмом, в термоусадке (шт.)",,200.00 руб.,165.42 руб.,119.47 руб.,114.88 руб.
00008347,"Батарейка ET CR1220--WC3 PK1  с разъёмом чёрным, в термоусадке (шт.)",,200.00 руб.,165.42 руб.,119.47 руб.,114.88 руб.
00008348,"Батарейка ET CR1220--WC9 PK1 с разъёмом ""с ушками"", в термоусадке (шт.)",,200.00 руб.,165.42 руб.,119.47 руб.,114.88 руб.
00007287,Батарейка ET CR1220-WC-5 PK1 в термоусадке (шт.),,200.00 руб.,165.42 руб.,119.47 руб.,114.88 руб.
00007818,Батарейка ET CR2016-WC-10 PK1  в термоусадке (шт.),,150.00 руб.,137.91 руб.,119.53 руб.,114.93 руб.
00004563,"Батарейка ET CR2032-HC3/15 BL1 3-ножки, горизонтальный монтаж,  литиевый элемент, 3В, L=15,0 мм (шт.)",,60.00 руб.,46.37 руб.,33.49 руб.,32.20 руб.
00004562,"Батарейка ET CR2032-HC3/17 BL1 3-ножки, горизонтальный монтаж,  литиевый элемент, 3В, L=17,8 мм (шт.)",,65.00 руб.,58.50 руб.,42.25 руб.,40.63 руб.
00004561,"Батарейка ET CR2032-HC3/20 BL1 3-ножки, горизонтальный монтаж,  литиевый элемент, 3В, L=20,5 мм (шт.)",,60.00 руб.,52.67 руб.,38.04 руб.,36.58 руб.
00004620,"Батарейка ET CR2032-VC3 BL1 3-ножки, вертикальный монтаж,  Литиевый элемент, 3В (шт.)",,60.00 руб.,52.67 руб.,38.04 руб.,36.58 руб.
00000166,Батарейка ET CR2032-WC-11 PK1 в термоусадке (шт.),,180.00 руб.,149.31 руб.,107.84 руб.,103.69 руб.
00007288,"Батарейка ET CR2032-WC8 PK1 с разъёмом, в термоусадке (шт.)",,150.00 руб.,136.64 руб.,94.89 руб.,91.10 руб.
00004566,"Батарейка ET CR2430-HC3/17 3  ножки, горизонтальный монтаж,  литиевый элемент, 3В, L=17,8 мм (шт.)",,130.00 руб.,114.39 руб.,82.62 руб.,79.44 руб.
00005654,"Батарейка ET CR2430-VC3 BL1 3 ножки, вертикальный монтаж,  Литиевый элемент, 3В (шт.)",,120.00 руб.,101.88 руб.,88.30 руб.,84.90 руб.
00008522,"Батарейка ET CR2450-WC2 PK1  с разъёмом, в термоусадке (шт.)",,280.00 руб.,250.74 руб.,181.09 руб.,174.13 руб.
00001067,Батарейка GP CR 2016 - 5BL (100) (шт.),,40.00 руб.,43.06 руб.,31.10 руб.,29.90 руб.
00001493,Батарейка GP CR 2025 - 5BL (100) (шт.),,50.00 руб.,47.52 руб.,32.52 руб.,31.27 руб.
00000459,Батарейка GP CR 2032 - 1BL (шт.),,60.00 руб.,53.10 руб.,38.35 руб.,36.88 руб.
00001502,Батарейка GP CR 2032 - 5BL (100) (шт.),,60.00 руб.,51.09 руб.,36.90 руб.,35.48 руб.
00007802,Батарейка Kodak CR 1025 - 1BL (шт.),,60.00 руб.,51.72 руб.,37.35 руб.,35.92 руб.
00003788,Батарейка Kodak CR 1220 - 1BL (шт.),,80.00 руб.,69.47 руб.,50.17 руб.,48.24 руб.
00006663,Батарейка Kodak CR 1616 - 1BL (шт.),,75.00 руб.,64.44 руб.,46.54 руб.,44.75 руб.
00001048,Батарейка Kodak CR 1620 - 1BL (шт.),,80.00 руб.,69.57 руб.,50.25 руб.,48.32 руб.
00000430,Батарейка Kodak CR 1632 - 1BL (шт.),,70.00 руб.,61.96 руб.,44.75 руб.,43.03 руб.
00002046,Батарейка Kodak CR 2016 - 5BL MAX Lithium (шт.),,60.00 руб.,48.06 руб.,34.71 руб.,33.38 руб.
00003197,Батарейка Kodak CR 2025 - 5BL (шт.),,50.00 руб.,40.88 руб.,29.53 руб.,28.39 руб.
00005884,Батарейка Kodak CR 2032 - 5BL (шт.),,50.00 руб.,38.96 руб.,28.14 руб.,27.05 руб.
00005847,Батарейка Kodak CR 2430 - 1BL (шт.),,100.00 руб.,93.28 руб.,67.37 руб.,64.78 руб.
00003321,Батарейка Kodak CR 2450 - 1BL (шт.),,150.00 руб.,123.43 руб.,89.15 руб.,85.72 руб.
00000584,Батарейка MAXELL CR 2016 - 5BL (100) (шт.),,60.00 руб.,48.60 руб.,35.10 руб.,33.75 руб.
00001104,Батарейка MAXELL CR 2025 - 5BL (100) Hologram (шт.),,50.00 руб.,46.50 руб.,33.58 руб.,32.29 руб.
00000479,Батарейка MAXELL CR 2032 - 5BL (100) (шт.),,60.00 руб.,48.42 руб.,34.97 руб.,33.63 руб.
00008400,Батарейка MINAMOTO CR-1220 BL5 (шт.),,25.00 руб.,19.66 руб.,14.20 руб.,13.65 руб.
00001898,Батарейка Panasonic CR 1025 5-BL (шт.),,90.00 руб.,81.60 руб.,67.53 руб.,64.72 руб.
00002251,Батарейка Panasonic CR 1216 5-BL (шт.),,105.00 руб.,100.95 руб.,83.55 руб.,80.07 руб.
00008401,Батарейка Panasonic CR 2032 5-BL (шт.),,60.00 руб.,50.73 руб.,36.64 руб.,35.23 руб.
00008242,Батарейка Panasonic Power Cells CR2025 BL6 Lithium 3V (шт.),,150.00 руб.,131.80 руб.,95.19 руб.,91.53 руб.
00008258,Батарейка Panasonic Power Cells CR2032 BL6 Lithium 3V (шт.),,150.00 руб.,131.80 руб.,95.19 руб.,91.53 руб.
00000125,Батарейка PERFEO CR 2025 Lithium Cell  BL5 (шт.),,15.00 руб.,11.80 руб.,7.58 руб.,7.27 руб.
00006766,"Батарейка Renata CR1220 (литиевая Li/MnO2, 50mAh, 3V) (шт.)",,150.00 руб.,131.15 руб.,91.08 руб.,87.44 руб.
00006186,"Батарейка Renata CR1616 (литиевая Li/MnO2, 50mAh, 3V) (шт.)",,165.00 руб.,145.80 руб.,105.30 руб.,101.25 руб.
00006271,"Батарейка Renata CR1620 (литиевая Li/MnO2, 50mAh, 3V) (шт.)",,150.00 руб.,125.36 руб.,90.54 руб.,87.05 руб.
00006187,"Батарейка Renata CR1632 (литиевая Li/MnO2, 125mAh, 3V) (шт.)",,150.00 руб.,135.42 руб.,97.80 руб.,94.04 руб.
00006188,"Батарейка Renata CR2016 (литиевая Li/MnO2, 75mAh, 3V) (шт.)",,80.00 руб.,55.12 руб.,39.81 руб.,38.28 руб.
00006189,"Батарейка Renata CR2025 (литиевая Li/MnO2, 148mAh, 3V) (шт.)",,80.00 руб.,55.12 руб.,39.81 руб.,38.28 руб.
00006190,"Батарейка Renata CR2032 (литиевая Li/MnO2, 200mAh, 3V) (шт.)",,75.00 руб.,64.98 руб.,46.93 руб.,45.13 руб.
00002184,"Батарейка Renata CR2430 (литиевая Li/MnO2, 3V) (шт.)",,200.00 руб.,166.92 руб.,120.55 руб.,115.92 руб.
00001325,"Батарейка Renata CR2450 (литиевая Li/MnO2, 3V) (шт.)",,200.00 руб.,184.86 руб.,133.51 руб.,128.38 руб.
00001174,Батарейка ROBITON PROFI CR1/3N BL1 (шт.),,220.00 руб.,200.79 руб.,174.02 руб.,167.33 руб.
00006827,Батарейка VARTA CR 1220 BL1 Lithium 3V (6220) (шт.),,175.00 руб.,159.75 руб.,138.45 руб.,133.13 руб.
00006828,Батарейка VARTA CR 1616 BL1 Lithium 3V (6616) (шт.),,160.00 руб.,150.00 руб.,130.00 руб.,125.00 руб.
00006829,Батарейка VARTA CR 1620 BL1 Lithium 3V (6620) (шт.),,190.00 руб.,169.22 руб.,117.52 руб.,112.82 руб.
00000753,Батарейка VARTA CR 2016 - 1BL (шт.),,120.00 руб.,105.30 руб.,76.05 руб.,73.13 руб.
00006212,Батарейка VARTA CR 2025 - 1BL (шт.),,120.00 руб.,105.30 руб.,76.05 руб.,73.13 руб.
00006213,Батарейка VARTA CR 2032 - 1BL (шт.),,120.00 руб.,106.20 руб.,76.70 руб.,73.75 руб.
00003949,Батарейка VARTA CR 2430 - 1BL (шт.),,200.00 руб.,159.30 руб.,115.05 руб.,110.63 руб.
00001198,Батарейка VARTA CR 2450 - 1BL (шт.),,280.00 руб.,261.00 руб.,226.20 руб.,217.50 руб.
00001751,Батарейка Космос CR 2016 5BL (60) (шт.),,20.00 руб.,16.80 руб.,11.05 руб.,10.61 руб.
00003236,Литиевый элемент питания Smartbuy CR1216/1B (12/720) (SBBL-1216-1B) (шт.),,30.00 руб.,22.65 руб.,16.36 руб.,15.73 руб.
00002541,Литиевый элемент питания Smartbuy CR1220/1B (12/720) (SBBL-1220-1B) (шт.),,25.00 руб.,21.89 руб.,15.81 руб.,15.20 руб.
00003237,Литиевый элемент питания Smartbuy CR1225/1B (12/720) (SBBL-1225-1B) (шт.),,25.00 руб.,20.54 руб.,14.84 руб.,14.27 руб.
00001448,Литиевый элемент питания Smartbuy CR1616/1B (12/720) (SBBL-1616-1B) (шт.),,25.00 руб.,21.89 руб.,15.81 руб.,15.20 руб.
00001481,Литиевый элемент питания Smartbuy CR1620/1B (12/720) (SBBL-1620-1B) (шт.),,25.00 руб.,21.89 руб.,15.81 руб.,15.20 руб.
00003238,Литиевый элемент питания Smartbuy CR1632/1B (12/720) (SBBL-1632-1B) (шт.),,35.00 руб.,31.03 руб.,20.42 руб.,19.60 руб.
00000778,Литиевый элемент питания Smartbuy CR2016/1B (12/720) (SBBL-2016-1B) (шт.),,25.00 руб.,23.05 руб.,15.17 руб.,14.56 руб.
00003239,Литиевый элемент питания Smartbuy CR2016/5B (100/4000) (SBBL-2016-5B) (шт.),,20.00 руб.,12.37 руб.,8.94 руб.,8.59 руб.
00001466,Литиевый элемент питания Smartbuy CR2025/5B (100/4000) (SBBL-2025-5B) (шт.),,20.00 руб.,16.55 руб.,10.89 руб.,10.46 руб.
00002502,Литиевый элемент питания Smartbuy CR2032/5B (100/4000) (SBBL-2032-5B) (шт.),,20.00 руб.,13.10 руб.,8.62 руб.,8.27 руб.
00001775,Литиевый элемент питания Smartbuy CR2430/5B (100/2000) (SBBL-2430-5B) (шт.),,40.00 руб.,34.04 руб.,24.59 руб.,23.64 руб.
00003722,Литиевый элемент питания Smartbuy CR2450/5B (100/2000) (SBBL-2450-5B) (шт.),,45.00 руб.,42.18 руб.,28.86 руб.,27.75 руб.
,CR123А и CR2,,,,,
00003373,Батарейка Energizer CR123A BL1 Lithium 3V (6) (шт.),,330.00 руб.,289.50 руб.,250.90 руб.,241.25 руб.
00008167,Батарейка Energizer CR123A BL2 Lithium 3V (12) (шт.),,250.00 руб.,237.00 руб.,205.40 руб.,197.50 руб.
00008235,Батарейка GP CR123A BL1 Lithium (шт.),,285.00 руб.,263.61 руб.,228.47 руб.,219.68 руб.
00005701,Батарейка Panasonic Industrial CR123A PK1 (шт.),,200.00 руб.,181.16 руб.,157.01 руб.,150.97 руб.
00004020,Батарейка VARTA CR123A Professional BL1 (10) (шт.),,300.00 руб.,252.81 руб.,219.11 руб.,210.68 руб.
00007959,Литиевый элемент питания Perfeo CR2/1B (шт.),,150.00 руб.,136.74 руб.,118.51 руб.,113.95 руб.
00003006,Литиевый элемент питания Smartbuy CR123A/1B (SBBL-123A-1B) (шт.),,165.00 руб.,150.27 руб.,125.23 руб.,120.22 руб.
00003192,Литиевый элемент питания Smartbuy CR2/1B (SBBL-2-1B) (шт.),,150.00 руб.,137.90 руб.,119.51 руб.,114.92 руб.
00001488,Элемент питания Kodak CR123 BL1 (шт.),,250.00 руб.,225.68 руб.,195.59 руб.,188.07 руб.
,D (R20),,,,,
00002272,Батарейка GP R20-2 (20) (шт.),,75.00 руб.,66.66 руб.,57.78 руб.,55.55 руб.
00006601,Батарейка Kodak R20-2 (24) (шт.),,60.00 руб.,54.89 руб.,47.57 руб.,45.74 руб.
00001954,Батарейка MINAMOTO R20 (24) (288) (шт.),,40.00 руб.,35.54 руб.,30.80 руб.,29.62 руб.
00001368,Батарейка Panasonic R 20-2 Blue (24) (шт.),,100.00 руб.,98.64 руб.,85.49 руб.,82.20 руб.
00003778,Батарейка VARTA R20 Superlife (бл 2) (24)(120) (шт.),,85.00 руб.,77.21 руб.,66.92 руб.,64.34 руб.
00002417,Батарейка солевая Smartbuy R20/2S (24/288)  (SBBZ-D02S) (шт.),,35.00 руб.,31.55 руб.,27.34 руб.,26.29 руб.
,D Alkaline (LR20),,,,,
00001236,Батарейка Duracell LR 20-2 BL Plus (20) (шт.),,325.00 руб.,303.00 руб.,262.60 руб.,252.50 руб.
00001895,Батарейка Energizer LR20 - 2BL Alkaline Power (12) (шт.),,240.00 руб.,222.00 руб.,192.40 руб.,185.00 руб.
00002287,Батарейка GP LR20 - 2BL (20) (шт.),,170.00 руб.,156.93 руб.,136.01 руб.,130.78 руб.
00006295,Батарейка Kodak LR20 - 2BL (20) (шт.),,160.00 руб.,142.31 руб.,123.34 руб.,118.59 руб.
00005403,Батарейка Perfeo LR20 - 2BL (20) (шт.),,115.00 руб.,104.94 руб.,90.95 руб.,87.45 руб.
00002193,Батарейка VARTA LR20/2BL ENERGY 4120 (шт.),,225.00 руб.,207.78 руб.,180.08 руб.,173.15 руб.
00005292,Батарейка VARTA LR20/2BL LONGLIFE POWER 4920 (HIGH ENERGY) (шт.),,235.00 руб.,219.51 руб.,190.25 руб.,182.93 руб.
00001026,Батарейка алкалиновая Smartbuy LR20/2B (12/96) (SBBA-D02B) (шт.),,115.00 руб.,106.20 руб.,92.04 руб.,88.50 руб.
